Token;Label;AA_Correction;AA_Quaero;CF_Correction;CF_Quaero;CKP_Correction;CKP_Quaero;DN_Correction;DN_Quaero;LM_Correction;LM_Quaero;MB_Correction;MB_Quaero
parti;;;;;;;;;;;;;
0;;;;;;;;;;;;;
la;;;;;;;;;;;;;
maison;;;;;;;;;;;;;
devint;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
à;;;;;;;;;;;;;
fait;;;;;;;;;;;;;
lugubre;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
père;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
travaillait;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
";";;;;;;;;;;;;;
il;;;;;;;;;;;;;
passait;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
son;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
le;;;;;;;;;;;;;
magasin;;;;;;;;;;;;;
à;;;;;;;;;;;;;
jurer;;;;;;;;;;;;;
contre;;;;;;;;;;;;;
les;;;;;;;;;;;;;
révolutionnaires;;;;;;;;;;;;;
et;;;;;;;;;;;;;
à;;;;;;;;;;;;;
me;;;;;;;;;;;;;
crier;;;;;;;;;;;;;
que;;;;;;;;;;;;;
j';;;;;;;;;;;;;
étais;;;;;;;;;;;;;
un;;;;;;;;;;;;;
âne;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
n';;;;;;;;;;;;;
avançait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
les;;;;;;;;;;;;;
affaires;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Des;;;;;;;;;;;;;
billets;;;;;;;;;;;;;
protestés;;;;;;;;;;;;;
tous;;;;;;;;;;;;;
les;;;;;;;;;;;;;
matins;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
descentes;;;;;;;;;;;;;
d';;;;;;;;;;;;;
huissiers;;;;;;;;;;;;;
tous;;;;;;;;;;;;;
les;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
!;;;;;;;;;;;;;
chaque;;;;;;;;;;;;;
coup;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sonnette;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
faisait;;;;;;;;;;;;;
sauter;;;;;;;;;;;;;
le;;;;;;;;;;;;;
cœur;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Ah;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
tu;;;;;;;;;;;;;
t';;;;;;;;;;;;;
en;;;;;;;;;;;;;
es;;;;;;;;;;;;;
allé;;;;;;;;;;;;;
au;;;;;;;;;;;;;
bon;;;;;;;;;;;;;
moment;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Au;;;;;;;;;;;;;
bout;;;;;;;;;;;;;
d';;;;;;;;;;;;;
un;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
de;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
terrible;;;;;;;;;;;;;
existence;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
père;;;;;;;;;;;;;
partit;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
la;LOC;;;;;;;;;;;;
Bretagne;LOC;;;;;;;;;;;;
au;;;;;;;;;;;;;
compte;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
Compagnie;ORG;;;;;;;;;;;;
vinicole;ORG;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
Mme;PER;;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
chez;;;;;;;;;;;;;
l';;;;;;;;;;;;;
oncle;;;;;;;;;;;;;
Baptiste;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
les;;;;;;;;;;;;;
embarquai;;;;;;;;;;;;;
tous;;;;;;;;;;;;;
les;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;
penses;;;;;;;;;;;;;
si;;;;;;;;;;;;;
j';;;;;;;;;;;;;
en;;;;;;;;;;;;;
ai;;;;;;;;;;;;;
versé;;;;;;;;;;;;;
de;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Derrière;;;;;;;;;;;;;
eux;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
pauvre;;;;;;;;;;;;;
mobilier;;;;;;;;;;;;;
fut;;;;;;;;;;;;;
vendu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
oui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
cher;;;;;;;;;;;;;
0;;;;;;;;;;;;;
vendu;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
rue;;;;;;;;;;;;;
0;;;;;;;;;;;;;
sous;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;
0;;;;;;;;;;;;;
devant;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
porte;;;;;;;;;;;;;
";";;;;;;;;;;;;;
et;;;;;;;;;;;;;
c';;;;;;;;;;;;;
est;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
pénible;;;;;;;;;;;;;
va;;;;;;;;;;;;;
!;;;;;;;;;;;;;
de;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
son;;;;;;;;;;;;;
foyer;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
aller;;;;;;;;;;;;;
ainsi;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
par;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
.;;;;;;;;;;;;;
On;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
se;;;;;;;;;;;;;
figure;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
combien;;;;;;;;;;;;;
elles;;;;;;;;;;;;;
font;;;;;;;;;;;;;
partie;;;;;;;;;;;;;
de;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mêmes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
toutes;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
choses;;;;;;;;;;;;;
de;;;;;;;;;;;;;
bois;;;;;;;;;;;;;
ou;;;;;;;;;;;;;
d';;;;;;;;;;;;;
étoffe;;;;;;;;;;;;;
que;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
avons;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
nos;;;;;;;;;;;;;
maisons;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Tiens;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
quand;;;;;;;;;;;;;
on;;;;;;;;;;;;;
a;;;;;;;;;;;;;
enlevé;;;;;;;;;;;;;
l';;;;;;;;;;;;;
armoire;;;;;;;;;;;;;
au;;;;;;;;;;;;;
linge;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
sais;;;;;;;;;;;;;
0;;;;;;;;;;;;;
celle;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
a;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
ses;;;;;;;;;;;;;
panneaux;;;;;;;;;;;;;
des;;;;;;;;;;;;;
amours;;;;;;;;;;;;;
roses;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
des;;;;;;;;;;;;;
violons;;;;;;;;;;;;;
0;;;;;;;;;;;;;
j';;;;;;;;;;;;;
ai;;;;;;;;;;;;;
eu;;;;;;;;;;;;;
envie;;;;;;;;;;;;;
de;;;;;;;;;;;;;
courir;;;;;;;;;;;;;
après;;;;;;;;;;;;;
l';;;;;;;;;;;;;
acheteur;;;;;;;;;;;;;
et;;;;;;;;;;;;;
de;;;;;;;;;;;;;
crier;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
fort;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Arrêtez;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;
comprends;;;;;;;;;;;;;
ça;;;;;;;;;;;;;
0;;;;;;;;;;;;;
n';;;;;;;;;;;;;
est;;;;;;;;;;;;;
-ce;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
?;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Que;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
mobilier;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
gardai;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
une;;;;;;;;;;;;;
chaise;;;;;;;;;;;;;
0;;;;;;;;;;;;;
un;;;;;;;;;;;;;
matelas;;;;;;;;;;;;;
et;;;;;;;;;;;;;
un;;;;;;;;;;;;;
balai;;;;;;;;;;;;;
!;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
balai;;;;;;;;;;;;;
me;;;;;;;;;;;;;
fut;;;;;;;;;;;;;
très;;;;;;;;;;;;;
utile;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
vas;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
J';;;;;;;;;;;;;
installai;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
richesses;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
un;;;;;;;;;;;;;
coin;;;;;;;;;;;;;
de;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
maison;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
rue;LOC;;;;;;;;;;;;
Lanterne;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
dont;;;;;;;;;;;;;
le;;;;;;;;;;;;;
loyer;;;;;;;;;;;;;
était;;;;;;;;;;;;;
payé;;;;;;;;;;;;;
encore;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
me;;;;;;;;;;;;;
voilà;;;;;;;;;;;;;
occupant;;;;;;;;;;;;;
à;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
seul;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
grand;;;;;;;;;;;;;
appartement;;;;;;;;;;;;;
nu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
froid;;;;;;;;;;;;;
0;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
rideaux;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Ah;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
mon;;;;;;;;;;;;;
ami;;;;;;;;;;;;;
0;;;;;;;;;;;;;
quelle;;;;;;;;;;;;;
tristesse;;;;;;;;;;;;;
!;;;;;;;;;;;;;
Chaque;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
0;;;;;;;;;;;;;
quand;;;;;;;;;;;;;
je;;;;;;;;;;;;;
revenais;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
bureau;;;;;;;;;;;;;
0;;;;;;;;;;;;;
c';;;;;;;;;;;;;
était;;;;;;;;;;;;;
un;;;;;;;;;;;;;
nouveau;;;;;;;;;;;;;
chagrin;;;;;;;;;;;;;
et;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
une;;;;;;;;;;;;;
surprise;;;;;;;;;;;;;
de;;;;;;;;;;;;;
me;;;;;;;;;;;;;
retrouver;;;;;;;;;;;;;
seul;;;;;;;;;;;;;
entre;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
quatre;;;;;;;;;;;;;
murailles;;;;;;;;;;;;;
.;;;;;;;;;;;;;
J';;;;;;;;;;;;;
allais;;;;;;;;;;;;;
d';;;;;;;;;;;;;
une;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
à;;;;;;;;;;;;;
l';;;;;;;;;;;;;
autre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
fermant;;;;;;;;;;;;;
les;;;;;;;;;;;;;
portes;;;;;;;;;;;;;
très;;;;;;;;;;;;;
fort;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
faire;;;;;;;;;;;;;
du;;;;;;;;;;;;;
bruit;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Quelquefois;;;;;;;;;;;;;
il;;;;;;;;;;;;;
me;;;;;;;;;;;;;
semblait;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
on;;;;;;;;;;;;;
m';;;;;;;;;;;;;
appelait;;;;;;;;;;;;;
au;;;;;;;;;;;;;
magasin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
je;;;;;;;;;;;;;
criais;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
J';;;;;;;;;;;;;
y;;;;;;;;;;;;;
vais;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Quand;;;;;;;;;;;;;
j';;;;;;;;;;;;;
entrais;;;;;;;;;;;;;
chez;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
mère;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
croyais;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
que;;;;;;;;;;;;;
j';;;;;;;;;;;;;
allais;;;;;;;;;;;;;
la;;;;;;;;;;;;;
trouver;;;;;;;;;;;;;
tricotant;;;;;;;;;;;;;
tristement;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
son;;;;;;;;;;;;;
fauteuil;;;;;;;;;;;;;
0;;;;;;;;;;;;;
près;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
fenêtre;;;;;;;;;;;;;
.;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Pour;;;;;;;;;;;;;
comble;;;;;;;;;;;;;
de;;;;;;;;;;;;;
malheur;;;;;;;;;;;;;
0;;;;;;;;;;;;;
les;;;;;;;;;;;;;
babarottes;;;;;;;;;;;;;
reparurent;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Ces;;;;;;;;;;;;;
horribles;;;;;;;;;;;;;
petites;;;;;;;;;;;;;
bêtes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
que;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
avions;;;;;;;;;;;;;
eu;;;;;;;;;;;;;
tant;;;;;;;;;;;;;
de;;;;;;;;;;;;;
peine;;;;;;;;;;;;;
à;;;;;;;;;;;;;
combattre;;;;;;;;;;;;;
en;;;;;;;;;;;;;
arrivant;;;;;;;;;;;;;
à;;;;;;;;;;;;;
Lyon;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
apprirent;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
doute;;;;;;;;;;;;;
votre;;;;;;;;;;;;;
départ;;;;;;;;;;;;;
et;;;;;;;;;;;;;
tentèrent;;;;;;;;;;;;;
une;;;;;;;;;;;;;
nouvelle;;;;;;;;;;;;;
invasion;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
terrible;;;;;;;;;;;;;
encore;;;;;;;;;;;;;
que;;;;;;;;;;;;;
la;;;;;;;;;;;;;
première;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
D';;;;;;;;;;;;;
abord;;;;;;;;;;;;;
j';;;;;;;;;;;;;
essayai;;;;;;;;;;;;;
de;;;;;;;;;;;;;
résister;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
passai;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
soirées;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
cuisine;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ma;;;;;;;;;;;;;
bougie;;;;;;;;;;;;;
d';;;;;;;;;;;;;
une;;;;;;;;;;;;;
main;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
balai;;;;;;;;;;;;;
de;;;;;;;;;;;;;
l';;;;;;;;;;;;;
autre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
me;;;;;;;;;;;;;
battre;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
un;;;;;;;;;;;;;
lion;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
en;;;;;;;;;;;;;
pleurant;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Malheureusement;;;;;;;;;;;;;
j';;;;;;;;;;;;;
étais;;;;;;;;;;;;;
seul;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
j';;;;;;;;;;;;;
avais;;;;;;;;;;;;;
beau;;;;;;;;;;;;;
me;;;;;;;;;;;;;
multiplier;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
n';;;;;;;;;;;;;
était;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
au;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
d';;;;;;;;;;;;;
Annou;LOC;;;;;;;;;;;;
.;;;;;;;;;;;;;
Du;;;;;;;;;;;;;
reste;;;;;;;;;;;;;
0;;;;;;;;;;;;;
les;;;;;;;;;;;;;
babarottes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elles;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
arrivaient;;;;;;;;;;;;;
en;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
grand;;;;;;;;;;;;;
nombre;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
suis;;;;;;;;;;;;;
sûr;;;;;;;;;;;;;
que;;;;;;;;;;;;;
toutes;;;;;;;;;;;;;
celles;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Lyon;LOC;;;;;;;;;;;;
--;;;;;;;;;;;;;
et;;;;;;;;;;;;;
Dieu;MISC;;;;;;;;;;;;
sait;;;;;;;;;;;;;
s';;;;;;;;;;;;;
il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
en;;;;;;;;;;;;;
a;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
grosse;;;;;;;;;;;;;
ville;;;;;;;;;;;;;
humide;;;;;;;;;;;;;
!;;;;;;;;;;;;;
--;;;;;;;;;;;;;
s';;;;;;;;;;;;;
étaient;;;;;;;;;;;;;
levées;;;;;;;;;;;;;
en;;;;;;;;;;;;;
masse;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
venir;;;;;;;;;;;;;
assiéger;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
maison;;;;;;;;;;;;;
.;;;;;;;;;;;;;
La;;;;;;;;;;;;;
cuisine;;;;;;;;;;;;;
en;;;;;;;;;;;;;
était;;;MISC;;;;;;;;;;
toute;;;;;;;;;;;;;
noire;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
fus;;;;;;;;;;;;;
obligé;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
leur;;;;;;;;;;;;;
abandonner;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Quelquefois;MISC;;;;;;;;;;;;
je;MISC;;;;;;;;;;;;
les;MISC;;;;;;;;;;;;
regardais;MISC;;;;;;;;;;;;
avec;;;;;;;;;;;;;
terreur;;;;;;;;;;;;;
par;;;;;;;;;;;;;
le;;;;;;;;;;;;;
trou;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
serrure;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
en;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
des;;;;;;;;;;;;;
milliards;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mille;;;;;;;;;;;;;
...;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;
crois;;;;;;;;;;;;;
peut-être;;;;;;;;;;;;;
que;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
maudites;;;;;;;;;;;;;
bêtes;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
tinrent;;;;;;;;;;;;;
là;;;;;;;;;;;;;
!;;;;;;;;;;;;;
Ah;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
bien;;;;;;;;;;;;;
oui;;;;;;;;;;;;;
!;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
connais;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
gens;;;;;;;;;;;;;
du;LOC;;;;;;;;;;;;
Nord;LOC;;;;;;;;;;;;
.;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
envahissant;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
.;;;;;;;;;;;;;
De;;;;;;;;;;;;;
la;;;;;;;;;;;;;
cuisine;;;;;;;;;;;;;
0;;;;;;;;;;;;;
malgré;;;;;;;;;;;;;
portes;;;;;;;;;;;;;
et;;;;;;;;;;;;;
serrures;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elles;;;;;;;;;;;;;
passèrent;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
salle;;;;;;;;;;;;;
à;;;;;;;;;;;;;
manger;;;;;;;;;;;;;
0;;;;;;;;;;;;;
où;;;;;;;;;;;;;
j';;;;;;;;;;;;;
avais;;;;;;;;;;;;;
fait;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
lit;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
le;;;;;;;;;;;;;
transportai;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
le;;;;;;;;;;;;;
magasin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
puis;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
le;;;;;;;;;;;;;
salon;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;
ris;;;;;;;;;;;;;
!;;;;;;;;;;;;;
j';;;;;;;;;;;;;
aurais;;;;;;;;;;;;;
voulu;;;;;;;;;;;;;
t';;;;;;;;;;;;;
y;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
De;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
en;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
0;;;;;;;;;;;;;
les;;;;;;;;;;;;;
damnées;;;;;;;;;;;;;
babarottes;;;;;;;;;;;;;
me;;;;;;;;;;;;;
poussèrent;;;;;;;;;;;;;
jusqu';;;;;;;;;;;;;
à;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
ancienne;;;;;;;;;;;;;
petite;;;;;;;;;;;;;
chambre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
au;;;;;;;;;;;;;
fond;;;;;;;;;;;;;
du;;;;;;;;;;;;;
corridor;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elles;;;;;;;;;;;;;
me;;;;;;;;;;;;;
laissèrent;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
à;;;;;;;;;;;;;
trois;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
de;;;;;;;;;;;;;
répit;;;;;;;;;;;;;
";";;;;;;;;;;;;;
puis;;;;;;;;;;;;;
un;;;;;;;;;;;;;
matin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
m';;;;;;;;;;;;;
éveillant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
j';;;;;;;;;;;;;
en;;;;;;;;;;;;;
aperçus;;;;;;;;;;;;;
une;;;;;;;;;;;;;
centaine;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
grimpaient;;;;;;;;;;;;;
silencieusement;;;;;;;;;;;;;
le;;;;;;;;;;;;;
long;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
balai;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
un;;;;;;;;;;;;;
autre;;;;;;;;;;;;;
corps;;;;;;;;;;;;;
de;;;;;;;;;;;;;
troupe;;;;;;;;;;;;;
se;;;;;;;;;;;;;
dirigeait;;;;;;;;;;;;;
en;;;;;;;;;;;;;
bon;;;;;;;;;;;;;
ordre;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
lit;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Privé;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
armes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
forcé;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
derniers;;;;;;;;;;;;;
dedans;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
n';;;;;;;;;;;;;
avais;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
à;;;;;;;;;;;;;
fuir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
que;;;;;;;;;;;;;
je;;;;;;;;;;;;;
fis;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
J';;;;;;;;;;;;;
abandonnai;;;;;;;;;;;;;
aux;;;;;;;;;;;;;
babarottes;;;;;;;;;;;;;
le;;;;;;;;;;;;;
matelas;;;;;;;;;;;;;
0;;;;;;;;;;;;;
la;;;;;;;;;;;;;
chaise;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
balai;;;;;;;;;;;;;
et;;;;;;;;;;;;;
je;;;;;;;;;;;;;
m';;;;;;;;;;;;;
en;;;;;;;;;;;;;
fus;;;;;;;;;;;;;
de;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
horrible;;;;;;;;;;;;;
maison;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
rue;LOC;;;;;;;;;;;;
Lanterne;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
n';;;;;;;;;;;;;
y;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
revenir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
passais;;;;;;;;;;;;;
encore;;;;;;;;;;;;;
quelques;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
à;;;;;;;;;;;;;
Lyon;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
longs;;;;;;;;;;;;;
0;;;;;;;;;;;;;
